ID,Type,SKU,Name,Published,Is featured?,Visibility in catalog,Short description,Description,Date sale price starts,Date sale price ends,Tax status,Tax class,In stock?,Stock,Low stock amount,Backorders allowed?,Sold individually?,Weight (kg),Length (cm),Width (cm),Height (cm),Allow customer reviews?,Purchase note,Sale price,Regular price,Categories,Tags,Shipping class,Images,Download limit,Download expiry days,Parent,Grouped products,Upsells,Cross-sells,External URL,Button text,Position,Attribute 1 name,Attribute 1 value(s),Attribute 1 visible,Attribute 1 global,Attribute 1 default,Attribute 2 name,Attribute 2 value(s),Attribute 2 visible,Attribute 2 global,Attribute 2 default,Attribute 3 name,Attribute 3 value(s),Attribute 3 visible,Attribute 3 global,Attribute 3 default,Meta: hwp_product_gtin
,variation,8684387008832-1,You And Me We Got This Personalized Fleece Blanket,1,0,visible,,,,,taxable,parent,1,,,,0,,,,,0,,,59.95,,,,https://cdn.shopify.com/s/files/1/0831/0528/4416/files/PHT-21VN23-ads.jpg?v=1694743941,,,8684387008832,,,,,,1,Size,Medium (50x60in),,1,,,,,,,,,,,,
,variation,8684387008832-2,You And Me We Got This Personalized Fleece Blanket,1,0,visible,,,,,taxable,parent,1,,,,0,,,,,0,,,69.95,,,,https://cdn.shopify.com/s/files/1/0831/0528/4416/files/PHT-21VN23-ads.jpg?v=1694743941,,,8684387008832,,,,,,2,Size,Large (60x80in),,1,,,,,,,,,,,,
,variable,8684386910528,Personalized Bestie Fleece Blanket,1,0,visible,,"<p>Are you looking for a <a title=""Personalized Gift"" href=""https://humancustom.com/"">personalized gift</a> for someone you love? You're in the right place, Humancustom.com is the #1 personalized gift shop in the US. In particular, the <a href=""https://humancustom.com/collections/blanket-collection"">personalized blanket</a> is a great gift idea that we have worked so hard to create. You can customize your name, anniversaries, upload your photos... in a very easy way and it's completely free.<br>Not only do we have beautiful <em>personalized blankets for grandma</em>, we also have a variety of designs for dog and cat lovers.<br>With the search bar, we believe you can find everything at <strong>HumanCustom</strong>. Gifts for couples, gifts for husband, gifts for wife or any gift for Christmas, Mother's day, Father's Day...we have many surprises for you.</p>
<p>The ultra-soft, silky smooth, lightweight fleece blanket features your art or photography vibrantly printed on one side. Plush &amp; warm enough for an in-home accessory and lightweight enough to take on-the-go!</p>
<p>Specifications:</p>
<ul>
<li>Available in 2 sizes: 50x60in, and 60x80in.</li>
<li>Made with 100% soft and silky polyester.</li>
<li>Hemmed edges.</li>
<li>Ultra-high definition, full bleed, photo quality printing.</li>
</ul>
<p>Care:</p>
<ul>
<li>Machine washable, no fading or discoloration.</li>
</ul>",,,taxable,,1,,,0,0,,,,,1,,,,Uncategorized,,,https://cdn.shopify.com/s/files/1/0831/0528/4416/files/DHL-21VA011-50x60-ads_1.jpg?v=1694753161,,,,,,,,,0,Size,"Medium (50x60in),Large (60x80in)",0,1,Medium (50x60in),,,,,,,,,,,
,variation,8684386910528-1,Personalized Bestie Fleece Blanket,1,0,visible,,,,,taxable,parent,1,,,,0,,,,,0,,,59.99,,,,https://cdn.shopify.com/s/files/1/0831/0528/4416/files/DHL-21VA011-50x60-ads_1.jpg?v=1694753161,,,8684386910528,,,,,,1,Size,Medium (50x60in),,1,,,,,,,,,,,,
,variation,8684386910528-2,Personalized Bestie Fleece Blanket,1,0,visible,,,,,taxable,parent,1,,,,0,,,,,0,,,69.99,,,,https://cdn.shopify.com/s/files/1/0831/0528/4416/files/DHL-21VA011-50x60-ads_1.jpg?v=1694753161,,,8684386910528,,,,,,2,Size,Large (60x80in),,1,,,,,,,,,,,,
,variable,8684386419008,Old Couple Fleece Blanket Ntk-21Tp001,1,0,visible,,"<p>Are you looking for a <a title=""Personalized Gift"" href=""https://humancustom.com/"">personalized gift</a> for someone you love? You're in the right place, Humancustom.com is the #1 personalized gift shop in the US. In particular, the <a href=""https://humancustom.com/collections/blanket-collection"">personalized blanket</a> is a great gift idea that we have worked so hard to create. You can customize your name, anniversaries, upload your photos... in a very easy way and it's completely free.<br>Not only do we have beautiful <em>personalized blankets for grandma</em>, we also have a variety of designs for dog and cat lovers.<br>With the search bar, we believe you can find everything at <strong>HumanCustom</strong>. Gifts for couples, gifts for husband, gifts for wife or any gift for Christmas, Mother's day, Father's Day...we have many surprises for you.</p>
<p>The ultra-soft, silky smooth, lightweight fleece blanket features your art or photography vibrantly printed on one side. Plush &amp; warm enough for an in-home accessory and lightweight enough to take on-the-go!</p>
<p>Specifications:</p>
<ul>
<li>Available in 2 sizes: 50x60in, and 60x80in.</li>
<li>Made with 100% soft and silky polyester.</li>
<li>Hemmed edges.</li>
<li>Ultra-high definition, full bleed, photo quality printing.</li>
</ul>
<p>Care:</p>
<ul>
<li>Machine washable, no fading or discoloration.</li>
</ul>",,,taxable,,1,,,0,0,,,,,1,,,,Uncategorized,,,https://cdn.shopify.com/s/files/1/0831/0528/4416/files/NTK-21TP001-ads-2.jpg?v=1694746510,,,,,,,,,0,Size,"Medium (50x60in),Large (60x80in)",0,1,Medium (50x60in),,,,,,,,,,,
,variation,8684386419008-1,Old Couple Fleece Blanket Ntk-21Tp001,1,0,visible,,,,,taxable,parent,1,,,,0,,,,,0,,,59.99,,,,https://cdn.shopify.com/s/files/1/0831/0528/4416/files/NTK-21TP001-ads-2.jpg?v=1694746510,,,8684386419008,,,,,,1,Size,Medium (50x60in),,1,,,,,,,,,,,,
,variation,8684386419008-2,Old Couple Fleece Blanket Ntk-21Tp001,1,0,visible,,,,,taxable,parent,1,,,,0,,,,,0,,,69.99,,,,https://cdn.shopify.com/s/files/1/0831/0528/4416/files/NTK-21TP001-ads-2.jpg?v=1694746510,,,8684386419008,,,,,,2,Size,Large (60x80in),,1,,,,,,,,,,,,
,variable,8684386320704,You And Me We Got This Personalized Fleece Blanket,1,0,visible,,"<p>Are you looking for a <a title=""Personalized Gift"" href=""https://humancustom.com/"">personalized gift</a> for someone you love? You're in the right place, Humancustom.com is the #1 personalized gift shop in the US. In particular, the <a href=""https://humancustom.com/collections/blanket-collection"">personalized blanket</a> is a great gift idea that we have worked so hard to create. You can customize your name, anniversaries, upload your photos... in a very easy way and it's completely free.<br>Not only do we have beautiful <em>personalized blankets for grandma</em>, we also have a variety of designs for dog and cat lovers.<br>With the search bar, we believe you can find everything at <strong>HumanCustom</strong>. Gifts for couples, gifts for husband, gifts for wife or any gift for Christmas, Mother's day, Father's Day...we have many surprises for you.</p>
<p>The ultra-soft, silky smooth, lightweight fleece blanket features your art or photography vibrantly printed on one side. Plush &amp; warm enough for an in-home accessory and lightweight enough to take on-the-go!</p>
<p>Specifications:</p>
<ul>
<li>Available in 2 sizes: 50x60in, and 60x80in.</li>
<li>Made with 100% soft and silky polyester.</li>
<li>Hemmed edges.</li>
<li>Ultra-high definition, full bleed, photo quality printing.</li>
</ul>
<p>Care:</p>
<ul>
<li>Machine washable, no fading or discoloration.</li>
</ul>",,,taxable,,1,,,0,0,,,,,1,,,,Uncategorized,,,https://cdn.shopify.com/s/files/1/0831/0528/4416/files/PHT-21VN21-ads-ads.jpg?v=1694748854,,,,,,,,,0,Size,"Medium (50x60in),Large (60x80in)",0,1,Medium (50x60in),,,,,,,,,,,
,variation,8684386320704-1,You And Me We Got This Personalized Fleece Blanket,1,0,visible,,,,,taxable,parent,1,,,,0,,,,,0,,,59.95,,,,,,,8684386320704,,,,,,1,Size,Medium (50x60in),,1,,,,,,,,,,,,
,variation,8684386320704-2,You And Me We Got This Personalized Fleece Blanket,1,0,visible,,,,,taxable,parent,1,,,,0,,,,,0,,,69.95,,,,,,,8684386320704,,,,,,2,Size,Large (60x80in),,1,,,,,,,,,,,,
,variable,8684385632576,Never Forget that I Love You Old Couple Fleece Blanket Ntk-21Dq007,1,0,visible,,"<p>Are you looking for a <a title=""Personalized Gift"" href=""https://humancustom.com/"">personalized gift</a> for someone you love? You're in the right place, Humancustom.com is the #1 personalized gift shop in the US. In particular, the <a href=""https://humancustom.com/collections/blanket-collection"">personalized blanket</a> is a great gift idea that we have worked so hard to create. You can customize your name, anniversaries, upload your photos... in a very easy way and it's completely free.<br>Not only do we have beautiful <em>personalized blankets for grandma</em>, we also have a variety of designs for dog and cat lovers.<br>With the search bar, we believe you can find everything at <strong>HumanCustom</strong>. Gifts for couples, gifts for husband, gifts for wife or any gift for Christmas, Mother's day, Father's Day...we have many surprises for you.</p>
<p>The ultra-soft, silky smooth, lightweight fleece blanket features your art or photography vibrantly printed on one side. Plush &amp; warm enough for an in-home accessory and lightweight enough to take on-the-go!</p>
<p>Specifications:</p>
<ul>
<li>Available in 2 sizes: 50x60in, and 60x80in.</li>
<li>Made with 100% soft and silky polyester.</li>
<li>Hemmed edges.</li>
<li>Ultra-high definition, full bleed, photo quality printing.</li>
</ul>
<p>Care:</p>
<ul>
<li>Machine washable, no fading or discoloration.</li>
</ul>",,,taxable,,1,,,0,0,,,,,1,,,,Uncategorized,,,https://cdn.shopify.com/s/files/1/0831/0528/4416/files/ntk-21dq007-ads.jpg?v=1694747523,,,,,,,,,0,Size,"Medium (50x60in),Large (60x80in)",0,1,Medium (50x60in),,,,,,,,,,,
,variation,8684385632576-1,Never Forget that I Love You Old Couple Fleece Blanket Ntk-21Dq007,1,0,visible,,,,,taxable,parent,1,,,,0,,,,,0,,,59.99,,,,https://cdn.shopify.com/s/files/1/0831/0528/4416/files/ntk-21dq007-ads.jpg?v=1694747523,,,8684385632576,,,,,,1,Size,Medium (50x60in),,1,,,,,,,,,,,,
,variation,8684385632576-2,Never Forget that I Love You Old Couple Fleece Blanket Ntk-21Dq007,1,0,visible,,,,,taxable,parent,1,,,,0,,,,,0,,,69.99,,,,https://cdn.shopify.com/s/files/1/0831/0528/4416/files/ntk-21dq007-ads.jpg?v=1694747523,,,8684385632576,,,,,,2,Size,Large (60x80in),,1,,,,,,,,,,,,
,variable,8684385403200,Personalized Once Upon A Time God Blessed The Boken Road That Led Me Straight To You Wolf Sherpa Blanket,1,0,visible,,"<p>Are you looking for a <a title=""Personalized Gift"" href=""https://humancustom.com/"">personalized gift</a> for someone you love? You're in the right place, Humancustom.com is the #1 personalized gift shop in the US. In particular, the <a href=""https://humancustom.com/collections/blanket-collection"">personalized blanket</a> is a great gift idea that we have worked so hard to create. You can customize your name, anniversaries, upload your photos... in a very easy way and it's completely free.<br>Not only do we have beautiful <em>personalized blankets for grandma</em>, we also have a variety of designs for dog and cat lovers.<br>With the search bar, we believe you can find everything at <strong>HumanCustom</strong>. Gifts for couples, gifts for husband, gifts for wife or any gift for Christmas, Mother's day, Father's Day...we have many surprises for you.</p>
<p>The ultra-soft, silky smooth, lightweight fleece blanket features your art or photography vibrantly printed on one side. Plush &amp; warm enough for an in-home accessory and lightweight enough to take on-the-go!</p>
<p>Specifications:</p>
<ul>
<li>Available in 2 sizes: 50x60in, and 60x80in.</li>
<li>Made with 100% soft and silky polyester.</li>
<li>Hemmed edges.</li>
<li>Ultra-high definition, full bleed, photo quality printing.</li>
</ul>
<p>Care:</p>
<ul>
<li>Machine washable, no fading or discoloration.</li>
</ul>",,,taxable,,1,,,0,0,,,,,1,,,,Uncategorized,,,https://cdn.shopify.com/s/files/1/0831/0528/4416/files/ads_40addfd6-76fb-4be5-a6b0-5deb74200eb7.jpg?v=1694744798,,,,,,,,,0,Size,"Medium (50x60in),Large (60x80in)",0,1,Medium (50x60in),,,,,,,,,,,
,variation,8684385403200-1,Personalized Once Upon A Time God Blessed The Boken Road That Led Me Straight To You Wolf Sherpa Blanket,1,0,visible,,,,,taxable,parent,1,,,,0,,,,,0,,,64.99,,,,https://cdn.shopify.com/s/files/1/0831/0528/4416/files/ads_40addfd6-76fb-4be5-a6b0-5deb74200eb7.jpg?v=1694744798,,,8684385403200,,,,,,1,Size,Medium (50x60in),,1,,,,,,,,,,,,
,variation,8684385403200-2,Personalized Once Upon A Time God Blessed The Boken Road That Led Me Straight To You Wolf Sherpa Blanket,1,0,visible,,,,,taxable,parent,1,,,,0,,,,,0,,,74.99,,,,https://cdn.shopify.com/s/files/1/0831/0528/4416/files/ads_40addfd6-76fb-4be5-a6b0-5deb74200eb7.jpg?v=1694744798,,,8684385403200,,,,,,2,Size,Large (60x80in),,1,,,,,,,,,,,,
,variable,8684385370432,Personalized You Are The Song Of My Heart  Till Death Do Us Part Dragon Fleece Blanket,1,0,visible,,"<p>Are you looking for a <a title=""Personalized Gift"" href=""https://humancustom.com/"">personalized gift</a> for someone you love? You're in the right place, Humancustom.com is the #1 personalized gift shop in the US. In particular, the <a href=""https://humancustom.com/collections/blanket-collection"">personalized blanket</a> is a great gift idea that we have worked so hard to create. You can customize your name, anniversaries, upload your photos... in a very easy way and it's completely free.<br>Not only do we have beautiful <em>personalized blankets for grandma</em>, we also have a variety of designs for dog and cat lovers.<br>With the search bar, we believe you can find everything at <strong>HumanCustom</strong>. Gifts for couples, gifts for husband, gifts for wife or any gift for Christmas, Mother's day, Father's Day...we have many surprises for you.</p>
<p>The ultra-soft, silky smooth, lightweight fleece blanket features your art or photography vibrantly printed on one side. Plush &amp; warm enough for an in-home accessory and lightweight enough to take on-the-go!</p>
<p>Specifications:</p>
<ul>
<li>Available in 2 sizes: 50x60in, and 60x80in.</li>
<li>Made with 100% soft and silky polyester.</li>
<li>Hemmed edges.</li>
<li>Ultra-high definition, full bleed, photo quality printing.</li>
</ul>
<p>Care:</p>
<ul>
<li>Machine washable, no fading or discoloration.</li>
</ul>",,,taxable,,1,,,0,0,,,,,1,,,,Uncategorized,,,"https://cdn.shopify.com/s/files/1/0831/0528/4416/files/PM-21CT37-ads.jpg?v=1694749071,https://cdn.shopify.com/s/files/1/0831/0528/4416/files/PM-21CT37-Husband-ads.jpg?v=1694756161",,,,,,,,,0,Size,"Medium (50x60in),Large (60x80in)",0,1,Medium (50x60in),,,,,,,,,,,
,variation,8684385370432-1,Personalized You Are The Song Of My Heart  Till Death Do Us Part Dragon Fleece Blanket,1,0,visible,,,,,taxable,parent,1,,,,0,,,,,0,,,64.99,,,,https://cdn.shopify.com/s/files/1/0831/0528/4416/files/PM-21CT37-ads.jpg?v=1694749071,,,8684385370432,,,,,,1,Size,Medium (50x60in),,1,,,,,,,,,,,,
,variation,8684385370432-2,Personalized You Are The Song Of My Heart  Till Death Do Us Part Dragon Fleece Blanket,1,0,visible,,,,,taxable,parent,1,,,,0,,,,,0,,,74.99,,,,https://cdn.shopify.com/s/files/1/0831/0528/4416/files/PM-21CT37-ads.jpg?v=1694749071,,,8684385370432,,,,,,2,Size,Large (60x80in),,1,,,,,,,,,,,,
,variable,8684385272128,Personalized You Are The Song Of My Heart Wolf Sherpa Blanket,1,0,visible,,"<p>Are you looking for a <a title=""Personalized Gift"" href=""https://humancustom.com/"">personalized gift</a> for someone you love? You're in the right place, Humancustom.com is the #1 personalized gift shop in the US. In particular, the <a href=""https://humancustom.com/collections/blanket-collection"">personalized blanket</a> is a great gift idea that we have worked so hard to create. You can customize your name, anniversaries, upload your photos... in a very easy way and it's completely free.<br>Not only do we have beautiful <em>personalized blankets for grandma</em>, we also have a variety of designs for dog and cat lovers.<br>With the search bar, we believe you can find everything at <strong>HumanCustom</strong>. Gifts for couples, gifts for husband, gifts for wife or any gift for Christmas, Mother's day, Father's Day...we have many surprises for you.</p>
<p>The ultra-soft, silky smooth, lightweight fleece blanket features your art or photography vibrantly printed on one side. Plush &amp; warm enough for an in-home accessory and lightweight enough to take on-the-go!</p>
<p>Specifications:</p>
<ul>
<li>Available in 2 sizes: 50x60in, and 60x80in.</li>
<li>Made with 100% soft and silky polyester.</li>
<li>Hemmed edges.</li>
<li>Ultra-high definition, full bleed, photo quality printing.</li>
</ul>
<p>Care:</p>
<ul>
<li>Machine washable, no fading or discoloration.</li>
</ul>",,,taxable,,1,,,0,0,,,,,1,,,,Uncategorized,,,"https://cdn.shopify.com/s/files/1/0831/0528/4416/files/PM-21CT39-husband-ads-ads.jpg?v=1694750840,https://cdn.shopify.com/s/files/1/0831/0528/4416/files/PM-21CT39-ads-ads-ads.jpg?v=1694750678",,,,,,,,,0,Size,"Medium (50x60in),Large (60x80in)",0,1,Medium (50x60in),,,,,,,,,,,
,variation,8684385272128-1,Personalized You Are The Song Of My Heart Wolf Sherpa Blanket,1,0,visible,,,,,taxable,parent,1,,,,0,,,,,0,,,64.99,,,,,,,8684385272128,,,,,,1,Size,Medium (50x60in),,1,,,,,,,,,,,,
,variation,8684385272128-2,Personalized You Are The Song Of My Heart Wolf Sherpa Blanket,1,0,visible,,,,,taxable,parent,1,,,,0,,,,,0,,,74.99,,,,,,,8684385272128,,,,,,2,Size,Large (60x80in),,1,,,,,,,,,,,,
,variable,8684384649536,Personalized A Girl And Her Golden Retriever The Road To My Heart Fleece Blanket,1,0,visible,,"<p>Are you looking for a <a title=""Personalized Gift"" href=""https://humancustom.com/"">personalized gift</a> for someone you love? You're in the right place, Humancustom.com is the #1 personalized gift shop in the US. In particular, the <a href=""https://humancustom.com/collections/blanket-collection"">personalized blanket</a> is a great gift idea that we have worked so hard to create. You can customize your name, anniversaries, upload your photos... in a very easy way and it's completely free.<br>Not only do we have beautiful <em>personalized blankets for grandma</em>, we also have a variety of designs for dog and cat lovers.<br>With the search bar, we believe you can find everything at <strong>HumanCustom</strong>. Gifts for couples, gifts for husband, gifts for wife or any gift for Christmas, Mother's day, Father's Day...we have many surprises for you.</p>
<p>The ultra-soft, silky smooth, lightweight fleece blanket features your art or photography vibrantly printed on one side. Plush &amp; warm enough for an in-home accessory and lightweight enough to take on-the-go!</p>
<p>Specifications:</p>
<ul>
<li>Available in 2 sizes: 50x60in, and 60x80in.</li>
<li>Made with 100% soft and silky polyester.</li>
<li>Hemmed edges.</li>
<li>Ultra-high definition, full bleed, photo quality printing.</li>
</ul>
<p>Care:</p>
<ul>
<li>Machine washable, no fading or discoloration.</li>
</ul>",,,taxable,,1,,,0,0,,,,,1,,,,Uncategorized,,,https://cdn.shopify.com/s/files/1/0831/0528/4416/files/DHL-21VA008-50x60-ads.jpg?v=1694743849,,,,,,,,,0,Size,"Medium (50x60in),Large (60x80in)",0,1,Medium (50x60in),,,,,,,,,,,
